Fine-tuning on CWRU were conducted using a ResNet18 with k-fold cross-validation, with only 
layer4 used for fine-tuning in cross-validation to address similarity bias in severity levels.

epochs pretrain: 30
epochs finetune: 70
learning_rate_pretrain: 0.005
learning_rate_finetune: 0.0005
 
{'007': 0, '014': 1, '021': 2, '028': 3}

Fold 1
Fold 1, Epoch 1/70, Train Loss: 1.1500
   N    I    O    B    
N  20   0    0    0    
I  0    39   81   0    
O  0    179  139  22   
B  0    0    84   36   

Fold 2
Fold 2, Epoch 1/70, Train Loss: 1.0633
Fold 2, Epoch 2/70, Train Loss: 0.0530
Fold 2, Epoch 3/70, Train Loss: 0.0332
Fold 2, Epoch 4/70, Train Loss: 0.0140
Fold 2, Epoch 5/70, Train Loss: 0.0231
Fold 2, Epoch 6/70, Train Loss: 0.0242
Fold 2, Epoch 7/70, Train Loss: 0.0546
Fold 2, Epoch 8/70, Train Loss: 0.1583
Fold 2, Epoch 9/70, Train Loss: 0.0103
Fold 2, Epoch 10/70, Train Loss: 0.0094
Fold 2, Epoch 11/70, Train Loss: 0.0058
Fold 2, Epoch 12/70, Train Loss: 0.0766
Fold 2, Epoch 13/70, Train Loss: 0.0679
Fold 2, Epoch 14/70, Train Loss: 0.0774
Fold 2, Epoch 15/70, Train Loss: 0.1396
Fold 2, Epoch 16/70, Train Loss: 0.0720
Fold 2, Epoch 17/70, Train Loss: 0.0070
Fold 2, Epoch 18/70, Train Loss: 0.0047
Fold 2, Epoch 19/70, Train Loss: 0.0292
Fold 2, Epoch 20/70, Train Loss: 0.0315
Fold 2, Epoch 21/70, Train Loss: 0.0246
Fold 2, Epoch 22/70, Train Loss: 0.0030
Fold 2, Epoch 23/70, Train Loss: 0.0006
Fold 2, Epoch 24/70, Train Loss: 0.0007
Fold 2, Epoch 25/70, Train Loss: 0.0018
Fold 2, Epoch 26/70, Train Loss: 0.0012
Fold 2, Epoch 27/70, Train Loss: 0.0023
Fold 2, Epoch 28/70, Train Loss: 0.0040
Fold 2, Epoch 29/70, Train Loss: 0.0016
Fold 2, Epoch 30/70, Train Loss: 0.0010
Fold 2, Epoch 31/70, Train Loss: 0.0004
Fold 2, Epoch 32/70, Train Loss: 0.0002
Fold 2, Epoch 33/70, Train Loss: 0.0003
Fold 2, Epoch 34/70, Train Loss: 0.0004
Fold 2, Epoch 35/70, Train Loss: 0.0001
Fold 2, Epoch 36/70, Train Loss: 0.0008
Fold 2, Epoch 37/70, Train Loss: 0.0003
Fold 2, Epoch 38/70, Train Loss: 0.0001
Fold 2, Epoch 39/70, Train Loss: 0.0003
Fold 2, Epoch 40/70, Train Loss: 0.0001
Fold 2, Epoch 41/70, Train Loss: 0.0001
Fold 2, Epoch 42/70, Train Loss: 0.0001
Fold 2, Epoch 43/70, Train Loss: 0.0001
Fold 2, Epoch 44/70, Train Loss: 0.0003
Fold 2, Epoch 45/70, Train Loss: 0.0008
Fold 2, Epoch 46/70, Train Loss: 0.0026
Fold 2, Epoch 47/70, Train Loss: 0.0009
Fold 2, Epoch 48/70, Train Loss: 0.0002
Fold 2, Epoch 49/70, Train Loss: 0.0002
Fold 2, Epoch 50/70, Train Loss: 0.0081
Fold 2, Epoch 51/70, Train Loss: 0.0485
Fold 2, Epoch 52/70, Train Loss: 0.0069
Fold 2, Epoch 53/70, Train Loss: 0.0189
Fold 2, Epoch 54/70, Train Loss: 0.0027
Fold 2, Epoch 55/70, Train Loss: 0.0002
Fold 2, Epoch 56/70, Train Loss: 0.0009
Fold 2, Epoch 57/70, Train Loss: 0.0022
Fold 2, Epoch 58/70, Train Loss: 0.0011
Fold 2, Epoch 59/70, Train Loss: 0.0003
Fold 2, Epoch 60/70, Train Loss: 0.0005
Fold 2, Epoch 61/70, Train Loss: 0.0011
Fold 2, Epoch 62/70, Train Loss: 0.0077
Fold 2, Epoch 63/70, Train Loss: 0.0010
Fold 2, Epoch 64/70, Train Loss: 0.0002
Fold 2, Epoch 65/70, Train Loss: 0.0008
Fold 2, Epoch 66/70, Train Loss: 0.0021
Fold 2, Epoch 67/70, Train Loss: 0.0163
Fold 2, Epoch 68/70, Train Loss: 0.0022
Fold 2, Epoch 69/70, Train Loss: 0.0009
Fold 2, Epoch 70/70, Train Loss: 0.0007

Fold 2 Validation Loss: 8.3000, Accuracy: 23.33%
Confusion Matrix for Fold 2:
   N    I    O    B    
N  20   0    0    0    
I  0    9    38   73   
O  0    153  20   167  
B  0    22   7    91   

Fold 3
Fold 3, Epoch 1/70, Train Loss: 0.7601
Fold 3, Epoch 2/70, Train Loss: 0.0273
Fold 3, Epoch 3/70, Train Loss: 0.0185
Fold 3, Epoch 4/70, Train Loss: 0.0164
Fold 3, Epoch 5/70, Train Loss: 0.0026
Fold 3, Epoch 6/70, Train Loss: 0.0120
Fold 3, Epoch 7/70, Train Loss: 0.0073
Fold 3, Epoch 8/70, Train Loss: 0.0066
Fold 3, Epoch 9/70, Train Loss: 0.0052
Fold 3, Epoch 10/70, Train Loss: 0.0018
Fold 3, Epoch 11/70, Train Loss: 0.0016
Fold 3, Epoch 12/70, Train Loss: 0.0002
Fold 3, Epoch 13/70, Train Loss: 0.0001
Fold 3, Epoch 14/70, Train Loss: 0.0001
Fold 3, Epoch 15/70, Train Loss: 0.0220
Fold 3, Epoch 16/70, Train Loss: 0.0155
Fold 3, Epoch 17/70, Train Loss: 0.0189
Fold 3, Epoch 18/70, Train Loss: 0.0008
Fold 3, Epoch 19/70, Train Loss: 0.0007
Fold 3, Epoch 20/70, Train Loss: 0.0237
Fold 3, Epoch 21/70, Train Loss: 0.0096
Fold 3, Epoch 22/70, Train Loss: 0.0081
Fold 3, Epoch 23/70, Train Loss: 0.0034
Fold 3, Epoch 24/70, Train Loss: 0.0004
Fold 3, Epoch 25/70, Train Loss: 0.0001
Fold 3, Epoch 26/70, Train Loss: 0.0003
Fold 3, Epoch 27/70, Train Loss: 0.0004
Fold 3, Epoch 28/70, Train Loss: 0.0008
Fold 3, Epoch 29/70, Train Loss: 0.0095
Fold 3, Epoch 30/70, Train Loss: 0.0119
Fold 3, Epoch 31/70, Train Loss: 0.0096
Fold 3, Epoch 32/70, Train Loss: 0.0047
Fold 3, Epoch 33/70, Train Loss: 0.0013
Fold 3, Epoch 34/70, Train Loss: 0.0007
Fold 3, Epoch 35/70, Train Loss: 0.0009
Fold 3, Epoch 36/70, Train Loss: 0.0003
Fold 3, Epoch 37/70, Train Loss: 0.0049
Fold 3, Epoch 38/70, Train Loss: 0.0036
Fold 3, Epoch 39/70, Train Loss: 0.0005
Fold 3, Epoch 40/70, Train Loss: 0.0000
Fold 3, Epoch 41/70, Train Loss: 0.0188
Fold 3, Epoch 42/70, Train Loss: 0.0056
Fold 3, Epoch 43/70, Train Loss: 0.0136
Fold 3, Epoch 44/70, Train Loss: 0.0283
Fold 3, Epoch 45/70, Train Loss: 0.0134
Fold 3, Epoch 46/70, Train Loss: 0.0015
Fold 3, Epoch 47/70, Train Loss: 0.0026
Fold 3, Epoch 48/70, Train Loss: 0.0011
Fold 3, Epoch 49/70, Train Loss: 0.0043
Fold 3, Epoch 50/70, Train Loss: 0.0003
Fold 3, Epoch 51/70, Train Loss: 0.0025
Fold 3, Epoch 52/70, Train Loss: 0.0002
Fold 3, Epoch 53/70, Train Loss: 0.0003
Fold 3, Epoch 54/70, Train Loss: 0.0001
Fold 3, Epoch 55/70, Train Loss: 0.0000
Fold 3, Epoch 56/70, Train Loss: 0.0002
Fold 3, Epoch 57/70, Train Loss: 0.0001
Fold 3, Epoch 58/70, Train Loss: 0.0000
Fold 3, Epoch 59/70, Train Loss: 0.0000
Fold 3, Epoch 60/70, Train Loss: 0.0000
Fold 3, Epoch 61/70, Train Loss: 0.0001
Fold 3, Epoch 62/70, Train Loss: 0.0000
Fold 3, Epoch 63/70, Train Loss: 0.0000
Fold 3, Epoch 64/70, Train Loss: 0.0000
Fold 3, Epoch 65/70, Train Loss: 0.0000
Fold 3, Epoch 66/70, Train Loss: 0.0001
Fold 3, Epoch 67/70, Train Loss: 0.0000
Fold 3, Epoch 68/70, Train Loss: 0.0000
Fold 3, Epoch 69/70, Train Loss: 0.0000
Fold 3, Epoch 70/70, Train Loss: 0.0000

Fold 3 Validation Loss: 12.7426, Accuracy: 28.77%
Confusion Matrix for Fold 3:
   N    I    O    B    
N  20   0    0    0    
I  0    1    68   36   
O  0    0    0    120  
B  0    2    34   84   

Fold 4
Fold 4, Epoch 1/70, Train Loss: 1.0141
Fold 4, Epoch 2/70, Train Loss: 0.0574
Fold 4, Epoch 3/70, Train Loss: 0.0348
Fold 4, Epoch 4/70, Train Loss: 0.0026
Fold 4, Epoch 5/70, Train Loss: 0.0017
Fold 4, Epoch 6/70, Train Loss: 0.0021
Fold 4, Epoch 7/70, Train Loss: 0.0006
Fold 4, Epoch 8/70, Train Loss: 0.0015
Fold 4, Epoch 9/70, Train Loss: 0.0484
Fold 4, Epoch 10/70, Train Loss: 0.0335
Fold 4, Epoch 11/70, Train Loss: 0.0036
Fold 4, Epoch 12/70, Train Loss: 0.0284
Fold 4, Epoch 13/70, Train Loss: 0.0449
Fold 4, Epoch 14/70, Train Loss: 0.0102
Fold 4, Epoch 15/70, Train Loss: 0.0068
Fold 4, Epoch 16/70, Train Loss: 0.0082
Fold 4, Epoch 17/70, Train Loss: 0.0083
Fold 4, Epoch 18/70, Train Loss: 0.0046
Fold 4, Epoch 19/70, Train Loss: 0.0014
Fold 4, Epoch 20/70, Train Loss: 0.0008
Fold 4, Epoch 21/70, Train Loss: 0.0017
Fold 4, Epoch 22/70, Train Loss: 0.0034
Fold 4, Epoch 23/70, Train Loss: 0.0149
Fold 4, Epoch 24/70, Train Loss: 0.0259
Fold 4, Epoch 25/70, Train Loss: 0.0121
Fold 4, Epoch 26/70, Train Loss: 0.0013
Fold 4, Epoch 27/70, Train Loss: 0.0013
Fold 4, Epoch 28/70, Train Loss: 0.0009
Fold 4, Epoch 29/70, Train Loss: 0.0004
Fold 4, Epoch 30/70, Train Loss: 0.0004
Fold 4, Epoch 31/70, Train Loss: 0.0002
Fold 4, Epoch 32/70, Train Loss: 0.0004
Fold 4, Epoch 33/70, Train Loss: 0.0001
Fold 4, Epoch 34/70, Train Loss: 0.0002
Fold 4, Epoch 35/70, Train Loss: 0.0006
Fold 4, Epoch 36/70, Train Loss: 0.0139
Fold 4, Epoch 37/70, Train Loss: 0.0091
Fold 4, Epoch 38/70, Train Loss: 0.0041
Fold 4, Epoch 39/70, Train Loss: 0.0012
Fold 4, Epoch 40/70, Train Loss: 0.0007
Fold 4, Epoch 41/70, Train Loss: 0.0012
Fold 4, Epoch 42/70, Train Loss: 0.0016
Fold 4, Epoch 43/70, Train Loss: 0.0024
Fold 4, Epoch 44/70, Train Loss: 0.0011
Fold 4, Epoch 45/70, Train Loss: 0.0002
Fold 4, Epoch 46/70, Train Loss: 0.0001
Fold 4, Epoch 47/70, Train Loss: 0.0007
Fold 4, Epoch 48/70, Train Loss: 0.0001
Fold 4, Epoch 49/70, Train Loss: 0.0002
Fold 4, Epoch 50/70, Train Loss: 0.0000
Fold 4, Epoch 51/70, Train Loss: 0.0000
Fold 4, Epoch 52/70, Train Loss: 0.0000
Fold 4, Epoch 53/70, Train Loss: 0.0005
Fold 4, Epoch 54/70, Train Loss: 0.0084
Fold 4, Epoch 55/70, Train Loss: 0.0318
Fold 4, Epoch 56/70, Train Loss: 0.0051
Fold 4, Epoch 57/70, Train Loss: 0.0014
Fold 4, Epoch 58/70, Train Loss: 0.0005
Fold 4, Epoch 59/70, Train Loss: 0.0001
Fold 4, Epoch 60/70, Train Loss: 0.0001
Fold 4, Epoch 61/70, Train Loss: 0.0002
Fold 4, Epoch 62/70, Train Loss: 0.0033
Fold 4, Epoch 63/70, Train Loss: 0.0003
Fold 4, Epoch 64/70, Train Loss: 0.0002
Fold 4, Epoch 65/70, Train Loss: 0.0001
Fold 4, Epoch 66/70, Train Loss: 0.0000
Fold 4, Epoch 67/70, Train Loss: 0.0001
Fold 4, Epoch 68/70, Train Loss: 0.0001
Fold 4, Epoch 69/70, Train Loss: 0.0000
Fold 4, Epoch 70/70, Train Loss: 0.0001

Fold 4 Validation Loss: 0.1843, Accuracy: 91.00%
Confusion Matrix for Fold 4:
   N    I    O    B    
N  20   0    0    0    
I  0    37   0    3    
O  0    0    0    0    
B  0    0    6    34   
Total Accuracy Mean: 45.53%

